id,name,value,units_of_measurement,timestamp
2900,Used System CPU,1.0178117,%,2017-04-22 14:03:53.736 GMT+01:00
2924,Used System CPU,0.5063291,%,2017-04-22 14:04:54.197 GMT+01:00
2946,Used System CPU,0.0,%,2017-04-22 14:05:54.214 GMT+01:00
2968,Used System CPU,0.0,%,2017-04-22 14:06:54.237 GMT+01:00
2990,Used System CPU,1.5228426,%,2017-04-22 14:07:54.265 GMT+01:00
3013,Used System CPU,0.0,%,2017-04-22 14:08:54.298 GMT+01:00
3035,Used System CPU,1.5384616,%,2017-04-22 14:09:54.320 GMT+01:00
3057,Used System CPU,0.25510204,%,2017-04-22 14:10:54.341 GMT+01:00
3079,Used System CPU,0.7633588,%,2017-04-22 14:11:54.387 GMT+01:00
3101,Used System CPU,0.0,%,2017-04-22 14:12:54.415 GMT+01:00
3123,Used System CPU,0.2512563,%,2017-04-22 14:13:54.436 GMT+01:00
3145,Used System CPU,0.5012531,%,2017-04-22 14:14:54.463 GMT+01:00
3168,Used System CPU,0.2512563,%,2017-04-22 14:15:54.496 GMT+01:00
3190,Used System CPU,0.0,%,2017-04-22 14:16:54.522 GMT+01:00
3212,Used System CPU,1.0230179,%,2017-04-22 14:17:54.546 GMT+01:00
3235,Used System CPU,0.0,%,2017-04-22 14:18:54.567 GMT+01:00
3257,Used System CPU,0.25062656,%,2017-04-22 14:19:54.586 GMT+01:00
3279,Used System CPU,0.0,%,2017-04-22 14:20:54.606 GMT+01:00
3301,Used System CPU,0.25188917,%,2017-04-22 14:21:54.631 GMT+01:00
3323,Used System CPU,1.5189873,%,2017-04-22 14:22:54.650 GMT+01:00
3346,Used System CPU,0.75949365,%,2017-04-22 14:23:54.669 GMT+01:00
3368,Used System CPU,0.5025126,%,2017-04-22 14:24:54.693 GMT+01:00
3390,Used System CPU,0.0,%,2017-04-22 14:25:54.713 GMT+01:00
3412,Used System CPU,0.0,%,2017-04-22 14:26:54.733 GMT+01:00
3434,Used System CPU,1.0230179,%,2017-04-22 14:27:54.764 GMT+01:00
3457,Used System CPU,0.5154639,%,2017-04-22 14:28:54.793 GMT+01:00
3479,Used System CPU,0.2544529,%,2017-04-22 14:29:54.822 GMT+01:00
3501,Used System CPU,0.2544529,%,2017-04-22 14:30:54.853 GMT+01:00
3514,Used System CPU,1.010101,%,2017-04-22 14:31:55.151 GMT+01:00
3536,Used System CPU,4.7619047,%,2017-04-22 14:32:55.176 GMT+01:00
3550,Used System CPU,0.0,%,2017-04-22 14:33:55.613 GMT+01:00
3567,Used System CPU,0.0,%,2017-04-22 14:34:55.615 GMT+01:00
3583,Used System CPU,0.0,%,2017-04-22 14:35:55.635 GMT+01:00
3600,Used System CPU,0.0,%,2017-04-22 14:54:23.186 GMT+01:00
3623,Used System CPU,0.49875313,%,2017-04-22 14:55:22.924 GMT+01:00
3648,Used System CPU,0.51150894,%,2017-04-22 14:58:51.334 GMT+01:00
3672,Used System CPU,0.25510204,%,2017-04-22 14:59:51.348 GMT+01:00
3695,Used System CPU,0.0,%,2017-04-22 15:00:51.365 GMT+01:00
3718,Used System CPU,0.49875313,%,2017-04-22 15:01:51.401 GMT+01:00
3741,Used System CPU,0.25,%,2017-04-22 15:02:51.422 GMT+01:00
3765,Used System CPU,1.2690356,%,2017-04-22 15:03:51.443 GMT+01:00
3788,Used System CPU,0.5102041,%,2017-04-22 15:04:51.465 GMT+01:00
3811,Used System CPU,1.5189873,%,2017-04-22 15:05:51.505 GMT+01:00
3830,Used System CPU,1.0126582,%,2017-04-22 15:07:51.847 GMT+01:00
3853,Used System CPU,0.25575447,%,2017-04-22 15:08:51.848 GMT+01:00
