id,name,value,units_of_measurement,timestamp
5216,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18694,Kilobytes,2017-04-22 16:26:52.761 GMT+01:00
5233,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18738,Kilobytes,2017-04-22 16:27:52.782 GMT+01:00
5250,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18714,Kilobytes,2017-04-22 16:28:52.799 GMT+01:00
5267,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18746,Kilobytes,2017-04-22 16:29:52.822 GMT+01:00
5284,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18758,Kilobytes,2017-04-22 16:30:52.845 GMT+01:00
5302,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18806,Kilobytes,2017-04-22 16:31:52.866 GMT+01:00
5319,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18778,Kilobytes,2017-04-22 16:32:52.882 GMT+01:00
5336,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18794,Kilobytes,2017-04-22 16:33:52.896 GMT+01:00
5353,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18810,Kilobytes,2017-04-22 16:34:52.923 GMT+01:00
5370,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18834,Kilobytes,2017-04-22 16:35:52.927 GMT+01:00
5388,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18788,Kilobytes,2017-04-22 16:36:52.972 GMT+01:00
5405,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18798,Kilobytes,2017-04-22 16:37:52.989 GMT+01:00
5422,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18788,Kilobytes,2017-04-22 16:38:53.017 GMT+01:00
5439,RAM Usage - pid 26525 - pt.uc.student.aclima.device_agent,18806,Kilobytes,2017-04-22 16:39:53.014 GMT+01:00
5470,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18226,Kilobytes,2017-04-22 16:41:53.373 GMT+01:00
5487,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18327,Kilobytes,2017-04-22 16:42:53.367 GMT+01:00
5504,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18329,Kilobytes,2017-04-22 16:43:53.376 GMT+01:00
5521,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18435,Kilobytes,2017-04-22 16:44:53.423 GMT+01:00
5538,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18450,Kilobytes,2017-04-22 16:45:53.407 GMT+01:00
5556,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18540,Kilobytes,2017-04-22 16:46:53.447 GMT+01:00
5573,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18581,Kilobytes,2017-04-22 16:47:53.479 GMT+01:00
5590,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18583,Kilobytes,2017-04-22 16:48:53.475 GMT+01:00
5607,RAM Usage - pid 18140 - pt.uc.student.aclima.device_agent,18599,Kilobytes,2017-04-22 16:49:53.492 GMT+01:00
