id,name,value,units_of_measurement,timestamp
1358,Used System CPU,0.0,%,2017-04-15 21:51:06.639 GMT+01:00
1374,Used System CPU,0.7712082,%,2017-04-15 21:52:06.659 GMT+01:00
1391,Used System CPU,0.25062656,%,2017-04-15 21:53:06.686 GMT+01:00
1407,Used System CPU,0.0,%,2017-04-15 21:54:06.714 GMT+01:00
1423,Used System CPU,0.0,%,2017-04-15 21:55:06.734 GMT+01:00
1439,Used System CPU,0.0,%,2017-04-15 21:56:06.755 GMT+01:00
1455,Used System CPU,0.0,%,2017-04-15 21:57:06.775 GMT+01:00
1472,Used System CPU,0.0,%,2017-04-15 21:58:06.803 GMT+01:00
1488,Used System CPU,0.24937657,%,2017-04-15 21:59:06.832 GMT+01:00
1504,Used System CPU,0.0,%,2017-04-15 22:00:06.855 GMT+01:00
1520,Used System CPU,0.0,%,2017-04-15 22:01:06.877 GMT+01:00
1536,Used System CPU,1.0152284,%,2017-04-15 22:02:06.894 GMT+01:00
1553,Used System CPU,0.0,%,2017-04-15 22:03:06.920 GMT+01:00
1569,Used System CPU,0.0,%,2017-04-15 22:04:06.947 GMT+01:00
1585,Used System CPU,1.010101,%,2017-04-15 22:05:06.968 GMT+01:00
1601,Used System CPU,0.0,%,2017-04-15 22:06:06.983 GMT+01:00
1617,Used System CPU,5.8171744,%,2017-04-15 22:07:07.007 GMT+01:00
1630,Used System CPU,0.0,%,2017-04-15 22:08:07.318 GMT+01:00
1646,Used System CPU,0.0,%,2017-04-15 22:09:07.335 GMT+01:00
1662,Used System CPU,0.0,%,2017-04-15 22:10:07.356 GMT+01:00
1678,Used System CPU,0.0,%,2017-04-15 22:11:07.375 GMT+01:00
1694,Used System CPU,0.0,%,2017-04-15 22:12:07.398 GMT+01:00
1711,Used System CPU,0.0,%,2017-04-15 22:13:07.421 GMT+01:00
1727,Used System CPU,0.5102041,%,2017-04-15 22:14:07.440 GMT+01:00
1743,Used System CPU,0.51282054,%,2017-04-15 22:15:07.460 GMT+01:00
1759,Used System CPU,0.7692308,%,2017-04-15 22:16:07.479 GMT+01:00
1775,Used System CPU,1.0126582,%,2017-04-15 22:17:07.495 GMT+01:00
1791,Used System CPU,0.7614213,%,2017-04-15 22:18:07.513 GMT+01:00
1808,Used System CPU,0.5089058,%,2017-04-15 22:19:07.550 GMT+01:00
1824,Used System CPU,1.0152284,%,2017-04-15 22:20:07.549 GMT+01:00
1840,Used System CPU,0.75949365,%,2017-04-15 22:21:07.571 GMT+01:00
1856,Used System CPU,1.0152284,%,2017-04-15 22:22:07.590 GMT+01:00
1873,Used System CPU,1.0126582,%,2017-04-15 22:23:07.628 GMT+01:00
1889,Used System CPU,1.2755102,%,2017-04-15 22:24:07.650 GMT+01:00
1905,Used System CPU,0.7692308,%,2017-04-15 22:25:07.672 GMT+01:00
1921,Used System CPU,0.5089058,%,2017-04-15 22:26:07.689 GMT+01:00
1937,Used System CPU,2.244389,%,2017-04-15 22:27:07.709 GMT+01:00
1954,Used System CPU,1.2626263,%,2017-04-15 22:28:07.730 GMT+01:00
1970,Used System CPU,0.7633588,%,2017-04-15 22:29:07.747 GMT+01:00
1986,Used System CPU,0.5141388,%,2017-04-15 22:30:07.766 GMT+01:00
2002,Used System CPU,1.2690356,%,2017-04-15 22:31:07.785 GMT+01:00
2018,Used System CPU,0.7653061,%,2017-04-15 22:32:07.807 GMT+01:00
2035,Used System CPU,0.7614213,%,2017-04-15 22:33:07.834 GMT+01:00
2051,Used System CPU,0.25188917,%,2017-04-15 22:34:07.854 GMT+01:00
2067,Used System CPU,0.0,%,2017-04-15 22:35:07.879 GMT+01:00
2083,Used System CPU,0.0,%,2017-04-15 22:36:07.901 GMT+01:00
2099,Used System CPU,22.666666,%,2017-04-15 22:37:07.928 GMT+01:00
2112,Used System CPU,0.0,%,2017-04-15 22:38:07.988 GMT+01:00
2128,Used System CPU,0.0,%,2017-04-15 22:39:07.999 GMT+01:00
2144,Used System CPU,0.0,%,2017-04-15 22:40:08.018 GMT+01:00
2160,Used System CPU,0.0,%,2017-04-15 22:41:08.036 GMT+01:00
2176,Used System CPU,0.0,%,2017-04-15 22:42:08.055 GMT+01:00
2193,Used System CPU,0.0,%,2017-04-15 22:43:08.076 GMT+01:00
2209,Used System CPU,0.5076142,%,2017-04-15 22:44:08.118 GMT+01:00
2225,Used System CPU,0.2544529,%,2017-04-15 22:45:08.137 GMT+01:00
2241,Used System CPU,1.0178117,%,2017-04-15 22:46:08.155 GMT+01:00
2257,Used System CPU,0.0,%,2017-04-15 22:47:08.180 GMT+01:00
2273,Used System CPU,0.0,%,2017-04-15 22:48:08.203 GMT+01:00
2290,Used System CPU,0.0,%,2017-04-15 22:49:08.240 GMT+01:00
2306,Used System CPU,0.0,%,2017-04-15 22:50:08.246 GMT+01:00
2322,Used System CPU,0.0,%,2017-04-15 22:51:08.264 GMT+01:00
2338,Used System CPU,0.0,%,2017-04-15 22:52:08.287 GMT+01:00
2355,Used System CPU,0.0,%,2017-04-15 22:53:08.308 GMT+01:00
2371,Used System CPU,0.0,%,2017-04-15 22:54:08.333 GMT+01:00
2387,Used System CPU,0.0,%,2017-04-15 22:55:08.365 GMT+01:00
2403,Used System CPU,0.24937657,%,2017-04-15 22:56:08.399 GMT+01:00
2419,Used System CPU,0.25,%,2017-04-15 22:57:08.438 GMT+01:00
2436,Used System CPU,0.0,%,2017-04-15 22:58:08.483 GMT+01:00
2452,Used System CPU,0.0,%,2017-04-15 22:59:08.511 GMT+01:00
2468,Used System CPU,0.24937657,%,2017-04-15 23:00:08.542 GMT+01:00
2484,Used System CPU,0.0,%,2017-04-15 23:01:08.568 GMT+01:00
2500,Used System CPU,0.25062656,%,2017-04-15 23:02:08.605 GMT+01:00
2517,Used System CPU,0.0,%,2017-04-15 23:03:08.633 GMT+01:00
2533,Used System CPU,0.0,%,2017-04-15 23:04:08.651 GMT+01:00
2549,Used System CPU,0.49751243,%,2017-04-15 23:05:08.671 GMT+01:00
2565,Used System CPU,0.0,%,2017-04-15 23:06:08.694 GMT+01:00
2582,Used System CPU,0.0,%,2017-04-15 23:08:08.771 GMT+01:00
2598,Used System CPU,0.0,%,2017-04-15 23:09:08.778 GMT+01:00
2614,Used System CPU,0.0,%,2017-04-15 23:10:08.799 GMT+01:00
2630,Used System CPU,0.0,%,2017-04-15 23:11:08.813 GMT+01:00
2646,Used System CPU,0.2512563,%,2017-04-15 23:12:08.832 GMT+01:00
2663,Used System CPU,0.0,%,2017-04-15 23:13:08.860 GMT+01:00
2679,Used System CPU,1.0075567,%,2017-04-15 23:14:08.881 GMT+01:00
2695,Used System CPU,0.7672634,%,2017-04-15 23:15:08.899 GMT+01:00
2711,Used System CPU,0.25839794,%,2017-04-15 23:16:08.928 GMT+01:00
2727,Used System CPU,0.0,%,2017-04-15 23:17:08.936 GMT+01:00
2743,Used System CPU,0.0,%,2017-04-15 23:18:08.952 GMT+01:00
2760,Used System CPU,0.25062656,%,2017-04-15 23:19:08.984 GMT+01:00
2776,Used System CPU,0.0,%,2017-04-15 23:20:08.991 GMT+01:00
2792,Used System CPU,0.0,%,2017-04-15 23:21:09.006 GMT+01:00
2809,Used System CPU,3.5532994,%,2017-04-15 23:36:22.605 GMT+01:00
2832,Used System CPU,1.0282776,%,2017-04-15 23:37:22.226 GMT+01:00
2854,Used System CPU,0.51150894,%,2017-04-15 23:38:22.249 GMT+01:00
2876,Used System CPU,1.0282776,%,2017-04-15 23:39:22.271 GMT+01:00
